id,title,url,description,adress,rating,created,updated
,Hindustan Insecticides Ltd,http://www.hil.gov.in,"Manufacture,Marketing; Engaged in manufacturing and marketing of agro pesticides,botanical and biopesticides for public health and plant protection. Development of processes for eco-friendly biopesticides formulations.",,,NOW(),NOW()
,Hitech Bio-Services Inc.,http://www.hitechbio.com,Marketing; Marketing of UV-Vis spectrophotometers. Maintenance of imported scientific instruments.,,,NOW(),NOW()
,HU Gugle Biotech Ltd,http://www.hugugle.com,engaged in plant tissue culture activities and have a capacity of generating nearly 10 million plants.,,,NOW(),NOW()
,Huclin Research,"NA

",Clinical  Research Services,,,NOW(),NOW()
,Hulimavu Horticulture Farm,NA,"Manufacture, R & D; Integration of all spheres of biotechnology for the cause of horticulture development.  The centre is involved in germplasm conservation and characterisation of endangered horticulture species, crop improvement through genetic manipulation, DNA finger printing etc. The centre is involved in germplasm conservation and characterisation of endangered horticulture species, crop improvement through genetic manipulation, DNA fingerprinting for varietal identification of cultivars, large scale cloning of horticulture plants,production of biofertilizers, biocontrols agents, biopesticides and vermicompost etc.",,,NOW(),NOW()
,Hysel India Private Ltd,"http://www.hysel.co.in

",Marketing; Distribution of life science research & diagnostic products.,,,NOW(),NOW()
,IBI Bio Solutions,http://www.ibibiosolutions.com,R & D; Development of custom software systems for biotech and pharmaceutical research & development.,,,NOW(),NOW()
,ICBio Clinical Research Pvt Ltd,http://www.icbiocro.com,"To nurture quality professionals in order to meet the growing demand of skilled manpower for the Pharma, Healthcare, Life Sciences, and Biomedical industry ",,,NOW(),NOW()
,ICICI Knowledge Park,http://www.iciciknowledgepark.com,"Research Park; Providing basic wet lab infrastructure, facilities and space for setting up knowledge based industry including Biotechnology.",,,NOW(),NOW()
,"iGATE Global Solutions Limited
",http://www.igate.com,"Consultancy; Comprehensive service offering: clinical operations and monitoring; project management, data management; bio-statistical services; medical report writing; quality assurance; regulatory affairs.",,,NOW(),NOW()
,ILS Bio Services Pvt. Ltd.,http://www.imperialls.com,"Laila Impex R & D Centre is a state-of-the-art facility for research. It is recognized as a Research Centre by the Department of Scientific and Industrial Research, New Delhi. The Research Center successfully developed several standardized herbal extracts and isolated marker compounds for important medicinal plants. It conducts pharmacological evaluation followed by clinical studies to identify new uses of botanicals and purified phytochemicals. The Research Center strongly supports intellectual property rights, including patent protection for new products and processes.",,,NOW(),NOW()
,Imgenex India Private Ltd,http://www.imgenexindia.com,"R & D; Development and commercialization of novel research reagents for cell biology, immunology, neurobiology and infectious disease research. Dissemination of knowledge & know-how in related areas through scientific collaborations.Development of antibodies against molecules involved in critical cell signaling pathways and against infectious agents etc.,validation/modification of antibodies to suit different applications/test system and monoclonal antibody production using hybridoma technology.",,,NOW(),NOW()
,Immco Diagnostics,http://www.immcodiagnostics.com,Marekting; Marketing of autoimmune diagnostics,,,NOW(),NOW()
,Immunoshop India Pvt. Ltd,http://www.immunoshop.com,focused on immunoassay segment and leading medical diagnostics marketing company of India,,,NOW(),NOW()
,INBIOPRO Solutions,http://www.inbiopro.com,"Product development, Assay development, Process development, Procell validation, Scale-up and Transfer to manufacturing, provide bulk",,,NOW(),NOW()
,Incozen Therapeutics,http://www.incozen.com,"Discovering and developing promising small molecular compounds. And R&D services in Pharmacology, drug metabolism & Pharmacokinetics and Toxicology Services",,,NOW(),NOW()
,Indfrag Limited,http://www.indfrag.com,Manufacture of botanical extracts ,,,NOW(),NOW()
,India Glycols Limited,http://www.indiaglycols.com/,"Development of “Green “sugar based surfactants.
? Product development for Ore beneficiation as binders in briquetting.
? Development of biodegradable & user friendly surfactants for textile processing.
? Development of specialty surfactants for pigment dispersion & defoamer in paints.
? Development of specialty chemicals for Pulp & paper Industries.
? Use of condensate from Evaporator to fermentation
",,,NOW(),NOW()
,Indian Herbs Research & Supply Co. Ltd,http://www.indianherbs.org,"Manufacture, R & D, Marketing; Manufacturing and marketing of herbal formulations for animal and human healthcare.",,,NOW(),NOW()
,Indian Immunologicals Ltd,http://www.indimmune.com,"Manufacture, R & D, Marketing; Vaccine development and preparation of biologicals such as monoclonal antibodies.Control of infectious diseases through vaccines, diagnostics and diagnostic aids.",,,NOW(),NOW()
,"Indigene Pharmaceuticals, Pvt. Ltd.",http://www.indigenepharma.com,"Manufacture, R & D, Marketing",,,NOW(),NOW()
,Indo Bioactive Labs,NA,"R & D; A research based company involved in development of bioactive compounds for enviroment protection and   healthcare industry . Manufacturing of biological drugs, development of r-DNA drugs, herbal & simulation software for biotech manufacturing industry.Development of new products for environmental protection e.g. BODSEED, plant based therapeutics, recombinant  therapeutic protein, probiotics.",,,NOW(),NOW()
,Indo-American Hybrid Seeds (India) Pvt Ltd,http://www.indamseeds.com,"Manufacture,R & D,Marketing; Micropropagation, system development for micropropagation, diagnostics, training, students dissertations.System development for micropropagation. Anther culture for haploid production, characterization and diagnostics of viruses.",,,NOW(),NOW()
,Indore Biotech Inputs & Research Pvt Ltd,"http://www.indorebiotech.com


","Manufacture,R & D,Marketing,Consultancy; Manufacturing and marketing of biopesticides, biofertilizers and biofungicides, rearing of beneficial parasites and predators etc.  Provides consultancy in vermiculture biotechnology to farmers, Govt. Institutions & companies.Development of new products, isolation of new efficient species. Development of marketing channels for bio products.",,,NOW(),NOW()
,Indovax,http://www.indovax.com,"Manufacture,R & D,Marketing; Production of quality poultry biologicals",,,NOW(),NOW()
,Indrayani Biotech Ltd,http://www.indrayani.com,R & D; Engaged in hi-tech floriculture and tissue culture.Production of cut flowers under green house environment and elite plantlets by tissue culture. The company has already started a joint activity with Hoechst Ltd. in marketing hybrid vegetable seeds in Maharashtra.,,,NOW(),NOW()
,Indus Biotech,http://www.indusbiotech.com,"Indus Biotech Private Limited is an innovative drug discovery company focused on developing solutions for the long-term sustained management of Infectious, Autoimmune, Oncology, Central Nervous System (CNS) and Lifestyle diseases",,,NOW(),NOW()
,Indus Biotherapeutics Ltd,http://www.indusbio.co.in,"Manufacture, R & D; A research based biopharmaceuticals manufacturing company. Also into contract research and contract manufacturing services in proteomics.Development of recombinant therapeutics using fermentation, protein purification and characterization, stability testing, protein purity analysis etc.",,,NOW(),NOW()
,Infitech Global,http://www.infitechglobal.com,"R & D, Consultancy",,,NOW(),NOW()
,Innova Biosciences Ltd’s ,http://www.innovabiosciences.com,Developing more sensitive immunodiagnostic tests. Innova also sells several niche products to pharmaceutical research and development labs.,,,NOW(),NOW()
,Innovassynth Technologies (I) Ltd,http://www.innovassynth.com,"Manufacture,R & D,Marketing",,,NOW(),NOW()
,Institue of Natural Organic Agriculture (INORA),http://www.inoraindia.com,"Manufacture, Marketing; Manufacturing and marketing of biofertilizers, farm waste management, terrace (urban) farming and decentralised waste management.Development of efficient microbial strains, microbial earthworm based foliar sprays, development of field test kit for soil fertility status.",,,NOW(),NOW()
,Intas Biopharmaceuticals,http://www.intaspharma.com,"Manufacture,R & D,Marketing; A company working on fermentation and cell culture based technology platforms to derive biopharmaceutical recombinant proteins and marketing its indigenously developed biopharmaceutical products in India.",,,NOW(),NOW()
,International  Biotech Park,http://www.ibpl.net,"International Biotech Park is a 110 acre life sciences research park located at Hinjewadi, Pune. The Park is easily accessible from all corners of Pune city and can be reached within 5 minutes from the Mumbai - Pune Expressway. International Biotech Park is conceived as a joint venture between Maharashtra Industrial Development Corporation and TCG Urban Infrastructure Holdings Ltd. The Park aims to create an environment that will foster research and development in the State",,,NOW(),NOW()
,International Panacea Ltd,http://www.iplbiotech.com,"Manufacture,R & D, Marketing,Consultancy; Process development and manufacture of biotech products viz. biofertilizers, biopesticides, animal feed enzymes, neutraceuticals and diagnostics.",,,NOW(),NOW()
,Intervet India,http://www.intervet.co.in,"Manufacture, R & D, Marketing; Research, development, manufacturing and marketing of animal health products.",,,NOW(),NOW()
,INTOX Pvt,http://www.intoxlab.com,"R & D; Offers general  toxicity: acute toxicity, subchronic toxicity, chronic toxicity/carcinogenicity, teratology studies, peri-and postnatal studies, special toxicology studies.",,,NOW(),NOW()
,Invitro International Pvt Ltd,http://www.invitrogroup.com,R & D; Have a commercialized  tissue culture lab.,,,NOW(),NOW()
,Invitrogen Bioservices India,http://www.invitrogen.com,"Provide products and services that support academic and government research institutions as well as pharmaceutical and biotechnology companies.
",,,NOW(),NOW()
,IPCA laboratories,http://www.ipcalabs.com,Manufacturer of APIs and Formulations ,,,NOW(),NOW()
,iSensordiagnostics,"http://www.medicards.in/isensor

",Developing and manufacturing next generation point-of-care products and critical care medical instrumentation,,,NOW(),NOW()
,ITAG Business Solutions Ltd,http://www.itagbs.com,"Knowledge Process Outsourcing (KPO) in the domain of all IP services, being Patent, Trademark, Design, Copy Rights, Trade Secrets and IP management services.",,,NOW(),NOW()
,J.H. Bio Innovations Private Ltd,http://www.jhindia.com,"Marketing; It caters to the industry and research labs in the field of life sciences, pharmaceutical, environment, clinical and diagnostics.",,,NOW(),NOW()
,J.K. Agri Genetics Ltd,http://www.jkseeds.net,"Manufacture,R & D,Marketingl Marker assisted breeding for cotton and rice, development of transgenic cotton, rice, mustard, pigeon pea, watermelon, DNA profiling. Seed purity analysis using molecular techniques, ELISA tests, application of in vitro culture of regeneration of transformed plants.Agrobacterium and biolistic mediated transformation technology in various crops using novel genes.Molecular techniques aided crop development primarily cotton, rice, sunflower, mustard and vegetables.",,,NOW(),NOW()
